SMILES,Catalog_ID,IUPAC_Name,URL
CCOc1cc(C=C2NC(=S)N(c3ccc(OC(F)F)cc3)C2=O)ccc1O,EN300-08212,3-[4-(difluoromethoxy)phenyl]-5-[(3-ethoxy-4-hydroxyphenyl)methylidene]-2-sulfanylideneimidazolidin-4-one,https://www.enaminestore.com/catalog/EN300-08212
Cc1ccc(N2C(=O)CSC2=S)cc1,EN300-07510,"3-(4-methylphenyl)-2-sulfanylidene-1,3-thiazolidin-4-one",https://www.enaminestore.com/catalog/EN300-07510
O=C1C=CC(=O)N1c1ccccc1Sc1ccc(Cl)cc1,EN300-03899,"1-{2-[(4-chlorophenyl)sulfanyl]phenyl}-2,5-dihydro-1H-pyrrole-2,5-dione",https://www.enaminestore.com/catalog/EN300-03899
CCOC(=O)c1oc2ccc(OCC)cc2c1C,EN300-05034,ethyl 5-ethoxy-3-methyl-1-benzofuran-2-carboxylate,https://www.enaminestore.com/catalog/EN300-05034
CCOC(=O)c1oc2ccc(Br)cc2c1C,EN300-05036,ethyl 5-bromo-3-methyl-1-benzofuran-2-carboxylate,https://www.enaminestore.com/catalog/EN300-05036
CNCCCc1n[nH]c(N)c1C#N,EN300-08532,5-amino-3-[3-(methylamino)propyl]-1H-pyrazole-4-carbonitrile,https://www.enaminestore.com/catalog/EN300-08532
CCCCCC=O,EN300-33498,hexanal,https://www.enaminestore.com/catalog/EN300-33498
Oc1cccnc1Cl,EN300-80718,2-chloropyridin-3-ol,https://www.enaminestore.com/catalog/EN300-80718
NC(CC(=O)NC1CCCCC1)=NO,EN300-05777,N-cyclohexyl-2-(N'-hydroxycarbamimidoyl)acetamide,https://www.enaminestore.com/catalog/EN300-05777
CC(C)CNc1c(N)n(CC(C)C)c(=O)[nH]c1=O,EN300-05784,"6-amino-1-(2-methylpropyl)-5-[(2-methylpropyl)amino]-1,2,3,4-tetrahydropyrimidine-2,4-dione",https://www.enaminestore.com/catalog/EN300-05784
CC1(C)CC(C=Cc2ccccn2)=Cc2c1sc(N)c2C#N,EN300-05480,"2-amino-7,7-dimethyl-5-[2-(pyridin-2-yl)ethenyl]-6,7-dihydro-1-benzothiophene-3-carbonitrile",https://www.enaminestore.com/catalog/EN300-05480
O=C(O)CCc1nc2ccccc2n1-c1ccccc1,EN300-00927,"3-(1-phenyl-1H-1,3-benzodiazol-2-yl)propanoic acid",https://www.enaminestore.com/catalog/EN300-00927
CCCCn1c(N)c(NC)c(=O)[nH]c1=O,EN300-04506,"6-amino-1-butyl-5-(methylamino)-1,2,3,4-tetrahydropyrimidine-2,4-dione",https://www.enaminestore.com/catalog/EN300-04506
O=C(CCl)NC(=O)NC1CCCC1,EN300-05515,3-(2-chloroacetyl)-1-cyclopentylurea,https://www.enaminestore.com/catalog/EN300-05515
Cc1cc(N)n(-c2nc3ccccc3[nH]2)n1,EN300-02450,"1-(1H-1,3-benzodiazol-2-yl)-3-methyl-1H-pyrazol-5-amine",https://www.enaminestore.com/catalog/EN300-02450
COCC(C)NC(N)=S,EN300-05472,(1-methoxypropan-2-yl)thiourea,https://www.enaminestore.com/catalog/EN300-05472
O=C(O)CCc1nc2ccccc2c(=O)[nH]1,EN300-04546,"3-(4-oxo-3,4-dihydroquinazolin-2-yl)propanoic acid",https://www.enaminestore.com/catalog/EN300-04546
CC(C)c1cccc(B(O)O)c1,EN300-65676,[3-(propan-2-yl)phenyl]boronic acid,https://www.enaminestore.com/catalog/EN300-65676
CC(C)c1ccc(S(=O)(=O)Cl)cc1,EN300-05198,4-(propan-2-yl)benzene-1-sulfonyl chloride,https://www.enaminestore.com/catalog/EN300-05198
Cl.N=C(N)c1ccccn1,EN300-44861,pyridine-2-carboximidamide hydrochloride,https://www.enaminestore.com/catalog/EN300-44861
COc1ccc(NCCC(=O)O)cc1,EN300-04879,3-[(4-methoxyphenyl)amino]propanoic acid,https://www.enaminestore.com/catalog/EN300-04879
O=C(Cc1ccccc1)Nc1ccccc1C(=O)O,EN300-08313,2-(2-phenylacetamido)benzoic acid,https://www.enaminestore.com/catalog/EN300-08313
Cc1ccc(C)c(NC2=NC(C)(C)CS2)c1,EN300-02802,"N-(2,5-dimethylphenyl)-4,4-dimethyl-4,5-dihydro-1,3-thiazol-2-amine",https://www.enaminestore.com/catalog/EN300-02802
O=C(O)Cc1cccc(Cl)c1,EN300-64105,2-(3-chlorophenyl)acetic acid,https://www.enaminestore.com/catalog/EN300-64105
CN1C(=O)c2ccc(N)cc2C1=O,EN300-02523,"5-amino-2-methyl-2,3-dihydro-1H-isoindole-1,3-dione",https://www.enaminestore.com/catalog/EN300-02523
CCN1CCCC1CN,EN300-21034,1-(1-ethylpyrrolidin-2-yl)methanamine,https://www.enaminestore.com/catalog/EN300-21034
Cc1ccc(-c2csc3nc(CCl)[nH]c(=O)c23)cc1,EN300-06195,"2-(chloromethyl)-5-(4-methylphenyl)-3H,4H-thieno[2,3-d]pyrimidin-4-one",https://www.enaminestore.com/catalog/EN300-06195
O=c1cc(CCl)occ1O,EN300-06838,2-(chloromethyl)-5-hydroxy-4H-pyran-4-one,https://www.enaminestore.com/catalog/EN300-06838
C=CCNc1nc(-c2ccc(Cl)cc2)cs1,EN300-05818,"4-(4-chlorophenyl)-N-(prop-2-en-1-yl)-1,3-thiazol-2-amine",https://www.enaminestore.com/catalog/EN300-05818
CCOC=C1C(=O)N(c2cccc(S(=O)(=O)N(CC)CC)c2)C(=O)c2ccccc21,EN300-04937,"3-[4-(ethoxymethylidene)-1,3-dioxo-1,2,3,4-tetrahydroisoquinolin-2-yl]-N,N-diethylbenzene-1-sulfonamide",https://www.enaminestore.com/catalog/EN300-04937
CCOC=C1C(=O)N(c2ccc(C(C)C)cc2)C(=O)c2ccccc21,EN300-04938,"4-(ethoxymethylidene)-2-[4-(propan-2-yl)phenyl]-1,2,3,4-tetrahydroisoquinoline-1,3-dione",https://www.enaminestore.com/catalog/EN300-04938
O=C(O)c1ccc2c(=O)[nH]c(CCl)nc2c1,EN300-06922,"2-(chloromethyl)-4-oxo-3,4-dihydroquinazoline-7-carboxylic acid",https://www.enaminestore.com/catalog/EN300-06922
Nc1sc2c(c1C(=O)NCC1CCCO1)CCCC2,EN300-05177,"2-amino-N-[(oxolan-2-yl)methyl]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",https://www.enaminestore.com/catalog/EN300-05177
CC(NS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl)C(=O)O,EN300-07517,2-[2-chloro-5-(trifluoromethyl)benzenesulfonamido]propanoic acid,https://www.enaminestore.com/catalog/EN300-07517
Cc1c(C(=O)O)oc2c(Cl)cccc12,EN300-04920,7-chloro-3-methyl-1-benzofuran-2-carboxylic acid,https://www.enaminestore.com/catalog/EN300-04920
Cc1cc(NCCC#N)ccc1Cl,EN300-06861,3-[(4-chloro-3-methylphenyl)amino]propanenitrile,https://www.enaminestore.com/catalog/EN300-06861
CC1(C)CC2CC(C)(CN2S(=O)(=O)c2cccc(C(=O)O)c2)C1,EN300-00304,"3-({1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl}sulfonyl)benzoic acid",https://www.enaminestore.com/catalog/EN300-00304
Cc1nn(C2CCS(=O)(=O)C2)c2nc(C3CC3)cc(C(=O)O)c12,EN300-12107,"6-cyclopropyl-1-(1,1-dioxo-1lambda6-thiolan-3-yl)-3-methyl-1H-pyrazolo[3,4-b]pyridine-4-carboxylic acid",https://www.enaminestore.com/catalog/EN300-12107
CC(C)(C)c1ccc(C(=O)NN2C(=O)CSC2=S)cc1,EN300-01489,"4-tert-butyl-N-(4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl)benzamide",https://www.enaminestore.com/catalog/EN300-01489
CC(C)(C)OC(=O)N1CCCC(C(=O)O)C1,EN300-21759,1-[(tert-butoxy)carbonyl]piperidine-3-carboxylic acid,https://www.enaminestore.com/catalog/EN300-21759
COC(=O)C(C#N)c1nc2ccccc2nc1Cl,EN300-14696,methyl 2-(3-chloroquinoxalin-2-yl)-2-cyanoacetate,https://www.enaminestore.com/catalog/EN300-14696
O=C(Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)C(Cl)c1ccccc1,EN300-02078,"2-chloro-N-[4-(3,4-dichlorophenyl)-1,3-thiazol-2-yl]-2-phenylacetamide",https://www.enaminestore.com/catalog/EN300-02078
COc1cccc(-c2nc(C=O)cs2)c1,EN300-09775,"2-(3-methoxyphenyl)-1,3-thiazole-4-carbaldehyde",https://www.enaminestore.com/catalog/EN300-09775
CNCc1ccc(N2CCCC2)cc1,EN300-15146,methyl({[4-(pyrrolidin-1-yl)phenyl]methyl})amine,https://www.enaminestore.com/catalog/EN300-15146
Cc1nc2ccccc2n1CC(=O)NN,EN300-03831,"2-(2-methyl-1H-1,3-benzodiazol-1-yl)acetohydrazide",https://www.enaminestore.com/catalog/EN300-03831
O=C(CCl)c1ccc(NC(=O)c2ccccc2)cc1,EN300-13170,N-[4-(2-chloroacetyl)phenyl]benzamide,https://www.enaminestore.com/catalog/EN300-13170
CC(C)NS(=O)(=O)c1ccccc1C(=O)O,EN300-11040,2-[(propan-2-yl)sulfamoyl]benzoic acid,https://www.enaminestore.com/catalog/EN300-11040
CC(C)OC(=O)c1cccc(-c2nn[nH]n2)c1,EN300-14367,"propan-2-yl 3-(2H-1,2,3,4-tetrazol-5-yl)benzoate",https://www.enaminestore.com/catalog/EN300-14367
Cl.NCCCn1nc2ccccn2c1=O,EN300-50257,"2-(3-aminopropyl)-2H,3H-[1,2,4]triazolo[4,3-a]pyridin-3-one hydrochloride",https://www.enaminestore.com/catalog/EN300-50257
O=C(O)c1cc(S(=O)(=O)N2CCCC2)ccc1Cl,EN300-10570,2-chloro-5-(pyrrolidine-1-sulfonyl)benzoic acid,https://www.enaminestore.com/catalog/EN300-10570
O=C(O)CCNC(=O)NC12CC3CC(CC(C3)C1)C2,EN300-07551,3-{[(adamantan-1-yl)carbamoyl]amino}propanoic acid,https://www.enaminestore.com/catalog/EN300-07551
COc1cccc(C2(C)NC(=O)N(N)C2=O)c1,EN300-09045,"3-amino-5-(3-methoxyphenyl)-5-methylimidazolidine-2,4-dione",https://www.enaminestore.com/catalog/EN300-09045
CCOC(=O)c1cn[nH]c1,EN300-93017,ethyl 1H-pyrazole-4-carboxylate,https://www.enaminestore.com/catalog/EN300-93017
CN(CC(=O)O)S(=O)(=O)c1ccc2ccccc2c1,EN300-12311,2-(N-methylnaphthalene-2-sulfonamido)acetic acid,https://www.enaminestore.com/catalog/EN300-12311
CNCc1ccc(OC)cc1,EN300-06567,[(4-methoxyphenyl)methyl](methyl)amine,https://www.enaminestore.com/catalog/EN300-06567
ClCC1CN(Cc2ccccc2)CCO1,EN300-07729,4-benzyl-2-(chloromethyl)morpholine,https://www.enaminestore.com/catalog/EN300-07729
O=C(O)c1cc(Cl)ccc1F,EN300-21731,5-chloro-2-fluorobenzoic acid,https://www.enaminestore.com/catalog/EN300-21731
Cc1cc(C(=O)CCl)c(C)n1-c1ccccc1,EN300-08105,"2-chloro-1-(2,5-dimethyl-1-phenyl-1H-pyrrol-3-yl)ethan-1-one",https://www.enaminestore.com/catalog/EN300-08105
O=C(O)/C=C/S(=O)(=O)c1ccccc1,EN300-14654,(2E)-3-(benzenesulfonyl)prop-2-enoic acid,https://www.enaminestore.com/catalog/EN300-14654
Cc1ccoc1C(=O)O,EN300-23429,3-methylfuran-2-carboxylic acid,https://www.enaminestore.com/catalog/EN300-23429
C=CCc1cc(C(=O)O)cc(OC)c1OC,EN300-23872,"3,4-dimethoxy-5-(prop-2-en-1-yl)benzoic acid",https://www.enaminestore.com/catalog/EN300-23872
ClCc1nc(-c2ccsc2)no1,EN300-14521,"5-(chloromethyl)-3-(thiophen-3-yl)-1,2,4-oxadiazole",https://www.enaminestore.com/catalog/EN300-14521
O=C(O)c1ccc(CCl)cc1,EN300-15139,4-(chloromethyl)benzoic acid,https://www.enaminestore.com/catalog/EN300-15139
Clc1ccccc1OCC1CO1,EN300-22422,2-[(2-chlorophenoxy)methyl]oxirane,https://www.enaminestore.com/catalog/EN300-22422
CCOC(=O)CC1=Nn2c(C)nnc2SC1,EN300-05832,"ethyl 2-{3-methyl-7H-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazin-6-yl}acetate",https://www.enaminestore.com/catalog/EN300-05832
CCCOc1ccccc1NC(=O)CCl,EN300-24576,2-chloro-N-(2-propoxyphenyl)acetamide,https://www.enaminestore.com/catalog/EN300-24576
COc1cc(NC(=O)CCl)c(OC)cc1Cl,EN300-24578,"2-chloro-N-(4-chloro-2,5-dimethoxyphenyl)acetamide",https://www.enaminestore.com/catalog/EN300-24578
O=C(CCl)NCCc1ccc(OC(F)F)cc1,EN300-23260,2-chloro-N-{2-[4-(difluoromethoxy)phenyl]ethyl}acetamide,https://www.enaminestore.com/catalog/EN300-23260
CN1CCC(N)CC1,EN300-12909,1-methylpiperidin-4-amine,https://www.enaminestore.com/catalog/EN300-12909
CCOC(=O)C=C1SCC(=O)N1CC(=O)c1ccccc1,EN300-07027,"ethyl 2-[4-oxo-3-(2-oxo-2-phenylethyl)-1,3-thiazolidin-2-ylidene]acetate",https://www.enaminestore.com/catalog/EN300-07027
O=C(O)c1cc(-c2cccc(Cl)c2)[nH]n1,EN300-36178,5-(3-chlorophenyl)-1H-pyrazole-3-carboxylic acid,https://www.enaminestore.com/catalog/EN300-36178
COC(=O)C(N)c1ccccc1.Cl,EN300-61162,methyl 2-amino-2-phenylacetate hydrochloride,https://www.enaminestore.com/catalog/EN300-61162
OB(O)c1cnc2ccccc2c1,EN300-31679,(quinolin-3-yl)boronic acid,https://www.enaminestore.com/catalog/EN300-31679
NC(=O)CC(NC(=O)c1ccccc1Cl)C(=O)O,EN300-05094,3-carbamoyl-2-[(2-chlorophenyl)formamido]propanoic acid,https://www.enaminestore.com/catalog/EN300-05094
CNCC(=O)Nc1c(Cl)cccc1Cl.Cl,EN300-09053,"N-(2,6-dichlorophenyl)-2-(methylamino)acetamide hydrochloride",https://www.enaminestore.com/catalog/EN300-09053
N#Cc1cccc(N=C=O)c1,EN300-36951,3-isocyanatobenzonitrile,https://www.enaminestore.com/catalog/EN300-36951
CC(=O)c1cccc(C(=O)O)c1,EN300-86148,3-acetylbenzoic acid,https://www.enaminestore.com/catalog/EN300-86148
NNC1=NS(=O)(=O)c2ccccc21,EN300-31674,"3-hydrazinyl-1lambda6,2-benzothiazole-1,1-dione",https://www.enaminestore.com/catalog/EN300-31674
CNCc1ccc(-c2ccc(Cl)cc2)o1.Cl,EN300-12040,{[5-(4-chlorophenyl)furan-2-yl]methyl}(methyl)amine hydrochloride,https://www.enaminestore.com/catalog/EN300-12040
COc1cc(C(=O)O)ccc1OCC(C)C,EN300-04350,3-methoxy-4-(2-methylpropoxy)benzoic acid,https://www.enaminestore.com/catalog/EN300-04350
CCC(C)C(N)C(=O)OC.Cl,EN300-07772,methyl 2-amino-3-methylpentanoate hydrochloride,https://www.enaminestore.com/catalog/EN300-07772
O=C(O)c1cccc(F)c1Cl,EN300-84945,2-chloro-3-fluorobenzoic acid,https://www.enaminestore.com/catalog/EN300-84945
O=[N+]([O-])c1cc(S(=O)(=O)C(F)F)ccc1Cl,EN300-73641,1-chloro-4-difluoromethanesulfonyl-2-nitrobenzene,https://www.enaminestore.com/catalog/EN300-73641
O=S(=O)(Cl)c1ccc(F)c(C(F)(F)F)c1,EN300-54679,4-fluoro-3-(trifluoromethyl)benzene-1-sulfonyl chloride,https://www.enaminestore.com/catalog/EN300-54679
NCc1c(F)cccc1Cl,EN300-33074,1-(2-chloro-6-fluorophenyl)methanamine,https://www.enaminestore.com/catalog/EN300-33074
COC(=O)CCN.Cl,EN300-08798,methyl 3-aminopropanoate hydrochloride,https://www.enaminestore.com/catalog/EN300-08798
NC(CCO)c1ccccc1,EN300-39414,3-amino-3-phenylpropan-1-ol,https://www.enaminestore.com/catalog/EN300-39414
O=Cc1ccnc2ccccc12,EN300-72982,quinoline-4-carbaldehyde,https://www.enaminestore.com/catalog/EN300-72982
Nc1ccc(Cn2cncn2)cc1,EN300-30834,"4-[(1H-1,2,4-triazol-1-yl)methyl]aniline",https://www.enaminestore.com/catalog/EN300-30834
O=C(O)c1ccc2c(c1)CCO2,EN300-31557,"2,3-dihydro-1-benzofuran-5-carboxylic acid",https://www.enaminestore.com/catalog/EN300-31557
N#CCc1csc2ccccc12,EN300-42832,2-(1-benzothiophen-3-yl)acetonitrile,https://www.enaminestore.com/catalog/EN300-42832
Nc1ccc(Cl)nn1,EN300-66006,6-chloropyridazin-3-amine,https://www.enaminestore.com/catalog/EN300-66006
Cc1cc(-c2csc(N)n2)c(C)n1-c1ccc(F)cc1.Cl,EN300-08650,"4-[1-(4-fluorophenyl)-2,5-dimethyl-1H-pyrrol-3-yl]-1,3-thiazol-2-amine hydrochloride",https://www.enaminestore.com/catalog/EN300-08650
CC(C)(C)OC(=O)N1CSC[C@@H]1C(=O)O,EN300-30710,"(4S)-3-[(tert-butoxy)carbonyl]-1,3-thiazolidine-4-carboxylic acid",https://www.enaminestore.com/catalog/EN300-30710
CC(C)C(NS(=O)(=O)c1ccccc1F)C(=O)O,EN300-08378,2-(2-fluorobenzenesulfonamido)-3-methylbutanoic acid,https://www.enaminestore.com/catalog/EN300-08378
O=C(O)c1cscn1,EN300-67411,"1,3-thiazole-4-carboxylic acid",https://www.enaminestore.com/catalog/EN300-67411
CCNCC(=O)NCc1ccc(F)cc1.Cl,EN300-06997,2-(ethylamino)-N-[(4-fluorophenyl)methyl]acetamide hydrochloride,https://www.enaminestore.com/catalog/EN300-06997
COc1cc2cc(C(=O)O)[nH]c2cc1OC,EN300-80483,"5,6-dimethoxy-1H-indole-2-carboxylic acid",https://www.enaminestore.com/catalog/EN300-80483
O=Cc1cc(F)ccc1O,EN300-50297,5-fluoro-2-hydroxybenzaldehyde,https://www.enaminestore.com/catalog/EN300-50297
CC(O)C1CCCCC1,EN300-54234,1-cyclohexylethan-1-ol,https://www.enaminestore.com/catalog/EN300-54234
CCOC(=O)C#N,EN300-49216,ethyl cyanoformate,https://www.enaminestore.com/catalog/EN300-49216
NC1(C(=O)O)CCCC1,EN300-39470,1-aminocyclopentane-1-carboxylic acid,https://www.enaminestore.com/catalog/EN300-39470
CCOC(=O)c1c(NC(=O)CCl)sc(C(=O)Nc2ccc(C)cc2C)c1C,EN300-06860,"ethyl 2-(2-chloroacetamido)-5-[(2,4-dimethylphenyl)carbamoyl]-4-methylthiophene-3-carboxylate",https://www.enaminestore.com/catalog/EN300-06860
O=C1[N-]C(=O)c2ccccc21.[K+],EN300-31459,"potassium 1,3-dioxo-2,3-dihydro-1H-isoindol-2-ide",https://www.enaminestore.com/catalog/EN300-31459
CC1CC1CO,EN300-54463,(2-methylcyclopropyl)methanol,https://www.enaminestore.com/catalog/EN300-54463
Cc1ccc(Cn2nc(C)c(C(=O)O)c2Cl)cc1,EN300-07742,5-chloro-3-methyl-1-[(4-methylphenyl)methyl]-1H-pyrazole-4-carboxylic acid,https://www.enaminestore.com/catalog/EN300-07742
Cc1ccc(-c2csc3nc(CCl)[nH]c(=O)c23)s1,EN300-13246,"2-(chloromethyl)-5-(5-methylthiophen-2-yl)-3H,4H-thieno[2,3-d]pyrimidin-4-one",https://www.enaminestore.com/catalog/EN300-13246
CC1CC(C)CN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)C1,EN300-09826,"1-(4-chloro-3-nitrobenzenesulfonyl)-3,5-dimethylpiperidine",https://www.enaminestore.com/catalog/EN300-09826
Cc1cc(C)cc(-n2c(C)cc(C(=O)CCl)c2C)c1,EN300-09829,"2-chloro-1-[1-(3,5-dimethylphenyl)-2,5-dimethyl-1H-pyrrol-3-yl]ethan-1-one",https://www.enaminestore.com/catalog/EN300-09829
O=C(O)CSCC(=O)Nc1ccc(Cl)cc1,EN300-09830,2-({[(4-chlorophenyl)carbamoyl]methyl}sulfanyl)acetic acid,https://www.enaminestore.com/catalog/EN300-09830
CCOCCCN1C(=O)NC(=O)C1=O,EN300-10161,"1-(3-ethoxypropyl)imidazolidine-2,4,5-trione",https://www.enaminestore.com/catalog/EN300-10161
O=C(O)CCNS(=O)(=O)c1ccc(F)cc1,EN300-10323,3-(4-fluorobenzenesulfonamido)propanoic acid,https://www.enaminestore.com/catalog/EN300-10323
COc1ccc(C(NC(=O)CCl)c2ccccc2)cc1,EN300-12648,2-chloro-N-[(4-methoxyphenyl)(phenyl)methyl]acetamide,https://www.enaminestore.com/catalog/EN300-12648
O=[N+]([O-])c1cccc(OCC2CO2)c1,EN300-12906,2-[(3-nitrophenoxy)methyl]oxirane,https://www.enaminestore.com/catalog/EN300-12906
Cc1ccc(C2(C)NC(=O)N(CC(=O)O)C2=O)cc1,EN300-10961,"2-[4-methyl-4-(4-methylphenyl)-2,5-dioxoimidazolidin-1-yl]acetic acid",https://www.enaminestore.com/catalog/EN300-10961
NC(=O)c1cnn(-c2cccc(Cl)c2)c1N,EN300-11484,5-amino-1-(3-chlorophenyl)-1H-pyrazole-4-carboxamide,https://www.enaminestore.com/catalog/EN300-11484
Fc1ccccc1COCC1CO1,EN300-09424,2-{[(2-fluorophenyl)methoxy]methyl}oxirane,https://www.enaminestore.com/catalog/EN300-09424
CC(Cc1cccs1)NCc1ccccc1,EN300-11266,benzyl[1-(thiophen-2-yl)propan-2-yl]amine,https://www.enaminestore.com/catalog/EN300-11266
CSCCC(NC(=O)c1ccco1)C(=O)O,EN300-08792,2-[(furan-2-yl)formamido]-4-(methylsulfanyl)butanoic acid,https://www.enaminestore.com/catalog/EN300-08792
Nc1nc2ccccc2nc1N1CCCC1,EN300-07262,3-(pyrrolidin-1-yl)quinoxalin-2-amine,https://www.enaminestore.com/catalog/EN300-07262
Cc1cc(O)no1,EN300-07726,"5-methyl-1,2-oxazol-3-ol",https://www.enaminestore.com/catalog/EN300-07726
Cc1ccc(SCCCl)cc1,EN300-07728,1-[(2-chloroethyl)sulfanyl]-4-methylbenzene,https://www.enaminestore.com/catalog/EN300-07728
O=C(O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c1cccc(Cl)c1Cl,EN300-08638,"2-(2,3-dichlorobenzenesulfonamido)-3-(1H-indol-3-yl)propanoic acid",https://www.enaminestore.com/catalog/EN300-08638
Cc1ccc(OCC2CO2)c(C)c1,EN300-22503,"2-[(2,4-dimethylphenoxy)methyl]oxirane",https://www.enaminestore.com/catalog/EN300-22503
Cc1ccc(-c2nnc(O)c3ccccc23)cc1,EN300-16088,4-(4-methylphenyl)phthalazin-1-ol,https://www.enaminestore.com/catalog/EN300-16088
COc1cc(NC(=O)Cc2cccs2)c(C(=O)O)cc1OC,EN300-09982,"4,5-dimethoxy-2-[2-(thiophen-2-yl)acetamido]benzoic acid",https://www.enaminestore.com/catalog/EN300-09982
O=C(O)CNS(=O)(=O)c1ccc(OC(F)(F)F)cc1,EN300-10637,2-[4-(trifluoromethoxy)benzenesulfonamido]acetic acid,https://www.enaminestore.com/catalog/EN300-10637
Cc1cc(C)cc(OCC2CO2)c1,EN300-09802,"2-[(3,5-dimethylphenoxy)methyl]oxirane",https://www.enaminestore.com/catalog/EN300-09802
NCc1ccccc1C(F)(F)F,EN300-34311,1-[2-(trifluoromethyl)phenyl]methanamine,https://www.enaminestore.com/catalog/EN300-34311
O=C(O)c1cccc(F)c1F,EN300-61019,"2,3-difluorobenzoic acid",https://www.enaminestore.com/catalog/EN300-61019
CC(NC(=O)NC(=O)CCl)C1CC2CCC1C2,EN300-10479,1-(1-{bicyclo[2.2.1]heptan-2-yl}ethyl)-3-(2-chloroacetyl)urea,https://www.enaminestore.com/catalog/EN300-10479
CC(=O)N(c1nc(CCl)cs1)c1c(C)cc(C)cc1C,EN300-11083,"N-[4-(chloromethyl)-1,3-thiazol-2-yl]-N-(2,4,6-trimethylphenyl)acetamide",https://www.enaminestore.com/catalog/EN300-11083
Cc1cc(C)cc(CCl)c1,EN300-22394,"1-(chloromethyl)-3,5-dimethylbenzene",https://www.enaminestore.com/catalog/EN300-22394
O=C(O)Cc1ccccc1C(F)(F)F,EN300-70094,2-[2-(trifluoromethyl)phenyl]acetic acid,https://www.enaminestore.com/catalog/EN300-70094
N#CCc1ccc(N)cc1,EN300-18737,2-(4-aminophenyl)acetonitrile,https://www.enaminestore.com/catalog/EN300-18737
O=Cc1c(Sc2nc3ccccc3s2)nc2ccccn2c1=O,EN300-01126,"2-(1,3-benzothiazol-2-ylsulfanyl)-4-oxo-4H-pyrido[1,2-a]pyrimidine-3-carbaldehyde",https://www.enaminestore.com/catalog/EN300-01126
COc1cc(NC(C)=O)c(C(=O)O)cc1OC,EN300-09740,"2-acetamido-4,5-dimethoxybenzoic acid",https://www.enaminestore.com/catalog/EN300-09740
O=C1CC2(CCCC2)C(=O)O1,EN300-12180,"2-oxaspiro[4.4]nonane-1,3-dione",https://www.enaminestore.com/catalog/EN300-12180
CC(C)(C)Nc1ccc(C(=O)O)cc1S(=O)(=O)NC(C)(C)C,EN300-10355,4-(tert-butylamino)-3-(tert-butylsulfamoyl)benzoic acid,https://www.enaminestore.com/catalog/EN300-10355
Cc1c(C(=O)O)sc(S(=O)(=O)N2CCNCC2)c1C(=O)O.Cl,EN300-10457,"3-methyl-5-(piperazine-1-sulfonyl)thiophene-2,4-dicarboxylic acid hydrochloride",https://www.enaminestore.com/catalog/EN300-10457
Clc1nc(-c2cccnc2)nc2sc3c(c12)CCC3,EN300-07427,"12-chloro-10-(pyridin-3-yl)-7-thia-9,11-diazatricyclo[6.4.0.0,2,6]dodeca-1(12),2(6),8,10-tetraene",https://www.enaminestore.com/catalog/EN300-07427
C=CCN(Cc1ccc(Br)s1)C(=O)CCl,EN300-22647,N-[(5-bromothiophen-2-yl)methyl]-2-chloro-N-(prop-2-en-1-yl)acetamide,https://www.enaminestore.com/catalog/EN300-22647
C#CC(C)O,EN300-84568,but-3-yn-2-ol,https://www.enaminestore.com/catalog/EN300-84568
Nc1cccc(CO)c1,EN300-21250,(3-aminophenyl)methanol,https://www.enaminestore.com/catalog/EN300-21250
O=C(O)c1ccc(S(=O)(=O)Cl)cc1,EN300-17765,4-(chlorosulfonyl)benzoic acid,https://www.enaminestore.com/catalog/EN300-17765
O=Cc1c(-c2ccccc2)nc2sccn12,EN300-00979,"6-phenylimidazo[2,1-b][1,3]thiazole-5-carbaldehyde",https://www.enaminestore.com/catalog/EN300-00979
COc1cc2nc(C)sc2cc1OC,EN300-50216,"5,6-dimethoxy-2-methyl-1,3-benzothiazole",https://www.enaminestore.com/catalog/EN300-50216
CCOC(=O)c1c(-c2ccc(C)cc2C)csc1NC(=O)CCl,EN300-06362,"ethyl 2-(2-chloroacetamido)-4-(2,4-dimethylphenyl)thiophene-3-carboxylate",https://www.enaminestore.com/catalog/EN300-06362
ClCc1nnc(-c2cccs2)o1,EN300-06802,"2-(chloromethyl)-5-(thiophen-2-yl)-1,3,4-oxadiazole",https://www.enaminestore.com/catalog/EN300-06802
CCCN1C(=O)C(=NN)c2ccccc21,EN300-04780,"3-hydrazinylidene-1-propyl-2,3-dihydro-1H-indol-2-one",https://www.enaminestore.com/catalog/EN300-04780
CC(C)Cn1c2c(c(=O)n(C)c1=O)C(=O)CN2,EN300-07203,"3-methyl-1-(2-methylpropyl)-1H,2H,3H,4H,5H,6H,7H-pyrrolo[2,3-d]pyrimidine-2,4,5-trione",https://www.enaminestore.com/catalog/EN300-07203
Cc1ccc(N2CC(C(=O)O)CC2=O)cc1,EN300-06157,1-(4-methylphenyl)-5-oxopyrrolidine-3-carboxylic acid,https://www.enaminestore.com/catalog/EN300-06157
CC(C)CNC(N)=O,EN300-17153,(2-methylpropyl)urea,https://www.enaminestore.com/catalog/EN300-17153
